D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\center_2019_12_30_09_58_58_935.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\left_2019_12_30_09_58_58_935.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\right_2019_12_30_09_58_58_935.jpg,0,1,0,30.19033
D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\center_2019_12_30_09_58_59_025.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\left_2019_12_30_09_58_59_025.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\right_2019_12_30_09_58_59_025.jpg,0,1,0,30.19027
D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\center_2019_12_30_09_58_59_118.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\left_2019_12_30_09_58_59_118.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\right_2019_12_30_09_58_59_118.jpg,0,1,0,30.19028
D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\center_2019_12_30_09_58_59_214.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\left_2019_12_30_09_58_59_214.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\right_2019_12_30_09_58_59_214.jpg,0,1,0,30.19009
D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\center_2019_12_30_09_58_59_283.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\left_2019_12_30_09_58_59_283.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\right_2019_12_30_09_58_59_283.jpg,0,1,0,30.19025
D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\center_2019_12_30_09_58_59_397.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\left_2019_12_30_09_58_59_397.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\right_2019_12_30_09_58_59_397.jpg,-0.15,1,0,30.18423
D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\center_2019_12_30_09_58_59_482.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\left_2019_12_30_09_58_59_482.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\right_2019_12_30_09_58_59_482.jpg,0,1,0,30.19097
D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\center_2019_12_30_09_58_59_579.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\left_2019_12_30_09_58_59_579.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\right_2019_12_30_09_58_59_579.jpg,0,1,0,30.19014
D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\center_2019_12_30_09_58_59_664.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\left_2019_12_30_09_58_59_664.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\right_2019_12_30_09_58_59_664.jpg,0,1,0,30.19028
D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\center_2019_12_30_09_58_59_746.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\left_2019_12_30_09_58_59_746.jpg,D:\Work\AI and ML\Self Driving Car\sdc_data\IMG\right_2019_12_30_09_58_59_746.jpg,0,1,0,30.19033
